RESPOND_ID,EXAMIN_BEGIN_DE,LSR_CLTUR_ACT_WHOLE_SATSFC_VALUE,LSR_CLTUR_ACT_SATSFC_IMPRTY_RESN_CN,SEXDSTN_FLAG_CD,AGRDE_FLAG_NM,HSHLD_INCOME_DGREE_NM,ANSWRR_OC_AREA_NM
"53333991","20240108","불만족하는 편이다","관심분야도 하고픈것도 많지만 생계가 우선이고 시간과 경제적으로 여유가 없어서 ?","F","60대","300만원 미만","부산"
"53334018","20240108","보통이다","경재적 부담","M","50대","300~500만원 미만","경북"
"53334097","20240108","보통이다","불만도 없고 그렇다고 막 좋지도 않고","M","50대","500~700만원 미만","경기"
"53334205","20240108","보통이다","시간부족","F","50대","500~700만원 미만","대구"
"53334455","20240108","만족하는 편이다","주변 인프라가 잘 갖춰져 있어서","F","19~29세","없음/모름/무응답","경남"
"53334505","20240108","보통이다","크게 증가하거나 감소한 적이 없어서","M","40대","없음/모름/무응답","강원"
"53334524","20240108","보통이다","별다른게 없음으로","M","40대","300만원 미만","광주"
"53334538","20240108","불만족하는 편이다","상승한 물가 대비 급여 부족","M","30대","없음/모름/무응답","서울"
"53334587","20240108","매우 만족한다","매우만족","M","40대","300~500만원 미만","부산"
"53334684","20240108","만족하는 편이다","마음이 맞는 친구들과 여행다녀와서","F","30대","300~500만원 미만","전남"
"53334790","20240108","만족하는 편이다","시간적여유, 주변 인프라가 좋은편입니다.","F","50대","없음/모름/무응답","경북"
"53334887","20240108","보통이다","여가를 즐길수는 있지만 여건이 충분하지 않아서","F","40대","700만원 이상","경기"
"53334921","20240108","보통이다","공휴일 외에는 여가시간이 많지않음","M","50대","700만원 이상","경기"
"53335025","20240108","보통이다","티비 시청시간을 줄이고 독서량을 늘려야겠다","M","40대","300만원 미만","인천"
"53335032","20240108","보통이다","아이가 있어서 무조건 월 1회는 여가생활을 할 수 밖에 없기 때문에","F","40대","700만원 이상","경기"
"53335077","20240108","보통이다","경비가 많으들어서 맘껏 못해서","F","50대","500~700만원 미만","서울"
"53335130","20240108","보통이다","휴직기간이라서","M","50대","없음/모름/무응답","부산"
"53335252","20240108","보통이다","생각하는것보다 더 많이 하지 않아서","M","30대","300~500만원 미만","광주"
"53335474","20240108","보통이다","업무가 바쁨","M","60대","500~700만원 미만","강원"
"53335596","20240108","보통이다","무언가 특별하거나 인상깊은것이 없음","M","40대","300~500만원 미만","울산"
"53335699","20240108","보통이다","옛날에 비해 재미가 없고 귀찮다","F","19~29세","없음/모름/무응답","서울"
"53335714","20240108","보통이다","만족하기에","F","30대","500~700만원 미만","서울"
"53336278","20240108","보통이다","시간이 없지만 짬내서 하는 여가활동에 만족한다","F","30대","700만원 이상","경북"
"53336386","20240108","불만족하는 편이다","정보도 없고 재정도 부족해서 그렇다","F","40대","300만원 미만","서울"
"53336471","20240108","보통이다","날씨와 여건상 힘들다","M","50대","300만원 미만","울산"
"53336536","20240108","매우 만족한다","시간여유가 있고 경제적 여유가 있어서 여유롭게 다닐수 있게되었다","F","50대","없음/모름/무응답","경북"
"53336741","20240108","보통이다","좋음","F","40대","300~500만원 미만","세종"
"53336897","20240108","만족하는 편이다","여가시간이 생길때 가족과 드라이브 산책을 다니며 맛집도 방문하고 예쁜카페를 가는등 소중한시간을 보냈기때문입니다.","M","30대","500~700만원 미만","인천"
"53337031","20240108","매우 만족한다","내가 하고 싶은 여가생활을 했기 때문이다.","M","19~29세","없음/모름/무응답","세종"
"53337300","20240108","보통이다","같은 페턴으로 움직이는데 비용 급 증가 넘 비싸요","F","60대","700만원 이상","서울"
"53337575","20240108","보통이다","새로운 여가활동을 한 것이 없음","F","30대","500~700만원 미만","경남"
"53337737","20240108","만족하는 편이다","자기만족","M","40대","500~700만원 미만","서울"
"53337749","20240108","만족하는 편이다","자만추","M","40대","없음/모름/무응답","강원"
"53337811","20240108","만족하는 편이다","더운 날씨여두 걸음으로써 땀 빼구 뿌듯함 주말 2회 수영은 성취감","M","19~29세","300만원 미만","경기"
"53338130","20240108","불만족하는 편이다","경제적.시간적 여유부족.기간시설부족","M","40대","300만원 미만","충남"
"53338153","20240108","만족하는 편이다","만족보다는 딱히 불편함을 느낀적없음","F","30대","300만원 미만","충남"
"53338160","20240108","매우 만족한다","가족들과 힐링할수 있었어요","M","50대","300~500만원 미만","경기"
"53338366","20240108","매우 만족한다","충분한시간과 비용이 들지않아서","F","50대","500~700만원 미만","대전"
"53338376","20240108","매우 만족한다","즐거운 즐길 거리가 많았고 함께하는 사람들이 재밌어서 즐거웠다","F","19~29세","700만원 이상","서울"
"53338416","20240108","보통이다","최근 한달안엠 특별한 여가생활이 없는듯하다","F","40대","300~500만원 미만","경기"
"53338649","20240108","보통이다","만족 하니까","F","50대","700만원 이상","인천"
"53338751","20240108","보통이다","큰 차이는 없다. 직장생활에 피로도해소와 가족같에 이야기하는 시간이다","M","30대","700만원 이상","서울"
"53339081","20240108","만족하는 편이다","시간과 경제적 여유, 지적 호기심","F","60대","300~500만원 미만","인천"
"53339297","20240108","보통이다","시간부족","F","30대","300~500만원 미만","경기"
"53339301","20240108","보통이다","비슷해서","F","40대","없음/모름/무응답","경기"
"53339547","20240108","불만족하는 편이다","경제 횔동을 하느라 시긴이 없다","F","40대","300~500만원 미만","경남"
"53339576","20240108","만족하는 편이다","근접 산책로 많고 도서관 자료 이용 편리","F","50대","300~500만원 미만","강원"
"53339603","20240108","보통이다","그냥 그렇다","F","19~29세","없음/모름/무응답","울산"
"53339647","20240108","만족하는 편이다","밖에 나가면 즐겁다","F","60대","300만원 미만","서울"
"53339658","20240108","만족하는 편이다","스트레스 해소와 건강을 위해 활동 했으므로","F","40대","300만원 미만","경남"
"53339741","20240108","만족하는 편이다","즐기면서 하고 있고 주변에 인프라가 잘 형성되어 있다","M","30대","500~700만원 미만","서울"
"53339748","20240108","보통이다","다양하게 특별한 활동이 아니라 일상적인 활동이라 그저 그렇다","M","19~29세","500~700만원 미만","대전"
"53339780","20240108","만족하는 편이다","하고싶은 건 다해서","F","30대","500~700만원 미만","인천"
"53339835","20240108","만족하는 편이다","원하는걸 할 시간이많음","M","30대","700만원 이상","강원"
"53339924","20240108","보통이다","크게 변화가 없고 정형적인 패턴이다","M","30대","없음/모름/무응답","강원"
"53339929","20240108","만족하는 편이다","내 위주로 여유시간을 배정해 여가활동을 선택할 수 있었다","F","50대","300~500만원 미만","경기"
"53339988","20240108","보통이다","예전에 비해 특별히 좋아진게 없다","M","40대","500~700만원 미만","전북"
"53340053","20240108","만족하는 편이다","모자란거 없이 하고 싶은 거 다 하면서 살았음","M","19~29세","300만원 미만","부산"
"53340518","20240108","보통이다","시간적 금전적으로 부족하다 생각해서","F","30대","500~700만원 미만","전남"
"53340649","20240108","보통이다","올해와 작년에 특별히 여가활동 변경사항이 없음","M","40대","500~700만원 미만","경기"
"53340719","20240108","보통이다","무난했음","F","30대","700만원 이상","서울"
"53340728","20240108","만족하는 편이다","내가 느끼기에 만족스러워서","F","40대","300~500만원 미만","전남"
"53340732","20240108","만족하는 편이다","재미","F","50대","700만원 이상","충남"
"53340755","20240108","만족하는 편이다","돈 들이지 않고 가까이에 운동하기 좋은 곳이 있으니까","F","60대","500~700만원 미만","경남"
"53340893","20240108","보통이다","작년과비슷하다.모든게...","M","40대","없음/모름/무응답","광주"
"53341386","20240108","불만족하는 편이다","여가 활동을 못해서","M","40대","300~500만원 미만","경기"
"53341425","20240108","만족하는 편이다","가고 싶은곳 하고 싶은것 할 수 있어 좋 습니다","F","60대","300만원 미만","경기"
"53341801","20240108","보통이다","별로 즐기지 못함","M","30대","700만원 이상","서울"
"53341863","20240108","보통이다","경기침체로 수입 감소","F","50대","700만원 이상","강원"
"53342002","20240108","보통이다","늘 일상의 반복이다.","M","50대","700만원 이상","경기"
"53342026","20240108","매우 만족한다","날씨","F","50대","500~700만원 미만","대구"
"53342169","20240108","보통이다","특히 만족 하지 않다","M","60대","300만원 미만","서울"
"53342236","20240108","만족하는 편이다","늘 해오던 것이라 친밀도와 숙련도가 높다","F","50대","300만원 미만","경남"
"53342239","20240108","만족하는 편이다","연말 연초에 공연이 많았고 가족들과 오랜만에 여유로운 시간도 보냈습니다. 각자 다른 지역 사는 친구들과 모임도 가졌었습니다.","F","19~29세","300~500만원 미만","서울"
"53342288","20240108","만족하는 편이다","여유시간에 맞추어서 할수있어서","M","60대","300만원 미만","세종"
